subdomain,http_status,mx
23rd.ncmm.gov.ng,Could not resolve host: 23rd.ncmm.gov.ng,none
abiagis.gov.ng,SSL certificate problem: certificate has expired,20 mx3-hosting.jellyfish.systems.; 10 mx2-hosting.jellyfish.systems.; 5 mx1-hosting.jellyfish.systems.
abiairs.gov.ng,200,0 abiairs.gov.ng.
abiastate.gov.ng,403,0 abiastate-gov-ng.mail.protection.outlook.com.
abidoye-hamzat.egbedore.os.gov.ng,Could not resolve host: abidoye-hamzat.egbedore.os.gov.ng,none
abj-tp-vcs-ctrl1.cbn.gov.ng,Resolving timed out after 3000 milliseconds,none
abj-tp-vcs-ctrl2.cbn.gov.ng,Resolving timed out after 3000 milliseconds,dig error
abj-tp-vcs-exp.cbn.gov.ng,Resolving timed out after 3000 milliseconds,none
abj-tp-webex-meeting.cbn.gov.ng,Resolving timed out after 3001 milliseconds,dig error
abj-tp-webex-site.cbn.gov.ng,Resolving timed out after 3000 milliseconds,dig error
abj-tp-webex-srv.cbn.gov.ng,Resolving timed out after 3000 milliseconds,none
abj-wlc-1.cbn.gov.ng,Resolving timed out after 3004 milliseconds,dig error
abj-wlc-1.wifi.cbn.gov.ng,Resolving timed out after 3001 milliseconds,dig error
abj-wlc-2.cbn.gov.ng,Resolving timed out after 3000 milliseconds,dig error
abj-wlc-2.wifi.cbn.gov.ng,Resolving timed out after 3000 milliseconds,dig error
abj-wlc-ha.cbn.gov.ng,Resolving timed out after 3000 milliseconds,dig error
abj-wlc-ha.wifi.cbn.gov.ng,Resolving timed out after 3000 milliseconds,dig error
accessgateway.cbn.gov.ng,Resolving timed out after 3001 milliseconds,dig error
acd.gov.ng,Failed to connect to acd.gov.ng port 443 after 413 ms: Could not connect to server,none
adebayo-folake.egbedore.os.gov.ng,Could not resolve host: adebayo-folake.egbedore.os.gov.ng,none
adegbenro-dada.egbedore.os.gov.ng,Could not resolve host: adegbenro-dada.egbedore.os.gov.ng,none
adeniran-bola.egbedore.os.gov.ng,Could not resolve host: adeniran-bola.egbedore.os.gov.ng,none
adeniyi-japhet.egbedore.os.gov.ng,Could not resolve host: adeniyi-japhet.egbedore.os.gov.ng,none
adigunsa.egbedore.os.gov.ng,Could not resolve host: adigunsa.egbedore.os.gov.ng,none
admin.enugustate.gov.ng,200,none
advancedmicrochips.nnmda.gov.ng,Could not resolve host: advancedmicrochips.nnmda.gov.ng,none
africa-nepad.senate.gov.ng,Could not resolve host: africa-nepad.senate.gov.ng,none
agric.deltastate.gov.ng,200,none
agriculture.kwarastate.gov.ng,SSL: no alternative certificate subject name matches target hostname 'agriculture.kwarastate.gov.ng',none
agriculture.senate.gov.ng,Could not resolve host: agriculture.senate.gov.ng,none
aib.gov.ng,SSL: no alternative certificate subject name matches target hostname 'aib.gov.ng',10 mx3.aib.gov.ng.; 5 mx2.aib.gov.ng.; 0 mx1.aib.gov.ng.
air-force.senate.gov.ng,Could not resolve host: air-force.senate.gov.ng,none
akande-ibraheem.egbedore.os.gov.ng,Could not resolve host: akande-ibraheem.egbedore.os.gov.ng,none
akeem-rauf.egbedore.os.gov.ng,Could not resolve host: akeem-rauf.egbedore.os.gov.ng,none
akinrefon-akinropo.egbedore.os.gov.ng,Could not resolve host: akinrefon-akinropo.egbedore.os.gov.ng,none
akintaro-yomi.egbedore.os.gov.ng,Could not resolve host: akintaro-yomi.egbedore.os.gov.ng,none
aksaca.gov.ng,Could not resolve host: aksaca.gov.ng,none
akwaibomstate.gov.ng,200,0 akwaibomstate-gov-ng.mail.protection.outlook.com.
anambrastate.gov.ng,403,0 anambrastate-gov-ng.mail.protection.outlook.com.
apapalgc.lg.gov.ng,Could not resolve host: apapalgc.lg.gov.ng,none
api.nis.fedcivilservice.gov.ng,Could not resolve host: api.nis.fedcivilservice.gov.ng,none
apply.npower.gov.ng,Could not resolve host: apply.npower.gov.ng,none
appropriation.senate.gov.ng,Could not resolve host: appropriation.senate.gov.ng,none
apps.firs.gov.ng,200,none
apps.smedan.gov.ng,200,none
armti.gov.ng,Could not resolve host: armti.gov.ng,0 armti.gov.ng.
asmtl.gov.ng,200,0 asmtl.gov.ng.
assembly.kanostate.gov.ng,Could not resolve host: assembly.kanostate.gov.ng,none
autodiscover.1-gnet.gov.ng,Could not resolve host: autodiscover.1-gnet.gov.ng,none
autodiscover.abiaigr.gov.ng,Could not resolve host: autodiscover.abiaigr.gov.ng,none
autodiscover.bpp.gov.ng,Resolving timed out after 3000 milliseconds,none
autodiscover.cbn.gov.ng,Resolving timed out after 3000 milliseconds,none
autodiscover.ceaplateau.gov.ng,Could not resolve host: autodiscover.ceaplateau.gov.ng,none
autodiscover.cpn.gov.ng,400,none
autodiscover.crgia.crossriverstate.gov.ng,SSL: no alternative certificate subject name matches target hostname 'autodiscover.crgia.crossriverstate.gov.ng',none
autodiscover.crossriverstate.gov.ng,Connection timed out after 3001 milliseconds,none
autodiscover.dmo.gov.ng,Connection timed out after 3000 milliseconds,none
autodiscover.dthrbn.gov.ng,Could not resolve host: autodiscover.dthrbn.gov.ng,none
autodiscover.edostate.gov.ng,403,none
autodiscover.ekitistatebpp.gov.ng,Could not resolve host: autodiscover.ekitistatebpp.gov.ng,none
autodiscover.emdi.gov.ng,400,none
autodiscover.enugustate.gov.ng,521,none
autodiscover.fctseb.gov.ng,Could not resolve host: autodiscover.fctseb.gov.ng,none
autodiscover.firs.gov.ng,TLS connect error: error:0A00018A:SSL routines::dh key too small,none
autodiscover.fmf.gov.ng,Could not resolve host: autodiscover.fmf.gov.ng,none
autodiscover.fmti.gov.ng,Could not resolve host: autodiscover.fmti.gov.ng,none
autodiscover.houseofassembly.ab.gov.ng,Could not resolve host: autodiscover.houseofassembly.ab.gov.ng,none
autodiscover.ibejulekki.lg.gov.ng,400,none
autodiscover.ijedelcda.lg.gov.ng,Could not resolve host: autodiscover.ijedelcda.lg.gov.ng,none
autodiscover.imail.ncdmb.gov.ng,Could not resolve host: autodiscover.imail.ncdmb.gov.ng,none
autodiscover.imofirstlady.gov.ng,Could not resolve host: autodiscover.imofirstlady.gov.ng,none
autodiscover.internal.firs.gov.ng,Could not resolve host: autodiscover.internal.firs.gov.ng,none
autodiscover.lagosjudiciary.gov.ng,301,none
autodiscover.lagosjustice.lg.gov.ng,Resolving timed out after 3001 milliseconds,dig error
autodiscover.lagosresidents.gov.ng,400,none
autodiscover.lagosstate.gov.ng,Could not resolve host: autodiscover.lagosstate.gov.ng,none
autodiscover.lasrab.gov.ng,Could not resolve host: autodiscover.lasrab.gov.ng,none
autodiscover.moh.yb.gov.ng,Could not resolve host: autodiscover.moh.yb.gov.ng,none
autodiscover.nass.gov.ng,Could not resolve host: autodiscover.nass.gov.ng,none
autodiscover.nbrri.gov.ng,Failed to connect to autodiscover.nbrri.gov.ng port 443 after 171 ms: Could not connect to server,none
autodiscover.ncaa.gov.ng,Connection timed out after 3001 milliseconds,none
