subdomain,http_status
adm.smartadmin.gov.rw,SSL certificate problem: certificate has expired
afos.gov.rw,301
agahabwacell.gisagara.gov.rw,Could not resolve host: agahabwacell.gisagara.gov.rw
agpf.parliament.gov.rw,Could not resolve host: agpf.parliament.gov.rw
akaboticell.gisagara.gov.rw,Could not resolve host: akaboticell.gisagara.gov.rw
amis.minagri.gov.rw,200
angola.embassy.gov.rw,Could not resolve host: angola.embassy.gov.rw
api.im.smartadmin.gov.rw,Connection timed out after 3002 milliseconds
api.meteorwanda.gov.rw,Connection timed out after 3001 milliseconds
api.migration.gov.rw,Connection timed out after 3001 milliseconds
api.naeb.gov.rw,SSL: no alternative certificate subject name matches target hostname 'api.naeb.gov.rw'
api.police.gov.rw,Connection timed out after 3001 milliseconds
apllications.rema.gov.rw,Could not resolve host: apllications.rema.gov.rw
appgis.rra.gov.rw,Connection timed out after 3002 milliseconds
application.wda.gov.rw,Connection timed out after 3001 milliseconds
applications.rema.gov.rw,Operation timed out after 3000 milliseconds with 0 bytes received
applications.wda.gov.rw,Connection timed out after 3001 milliseconds
apps.minecofin.gov.rw,Connection timed out after 3002 milliseconds
apsd.mail2.mifotra.gov.rw,Could not resolve host: apsd.mail2.mifotra.gov.rw
apsd.mail5.mifotra.gov.rw,Could not resolve host: apsd.mail5.mifotra.gov.rw
arpms.rab.gov.rw,SSL certificate problem: unable to get local issuer certificate
audit.minecofin.gov.rw,Failed to connect to audit.minecofin.gov.rw port 443 after 2271 ms: Could not connect to server
autodiscover.afos.gov.rw,Could not resolve host: autodiscover.afos.gov.rw
autodiscover.caa.gov.rw,Operation timed out after 3000 milliseconds with 0 bytes received
autodiscover.minadef.gov.rw,Resolving timed out after 3002 milliseconds
autodiscover.minaffet.gov.rw,302
autodiscover.mineac.gov.rw,Could not resolve host: autodiscover.mineac.gov.rw
autodiscover.minecofin.gov.rw,302
autodiscover.mineduc.gov.rw,Operation timed out after 3001 milliseconds with 0 bytes received
autodiscover.minicom.gov.rw,302
autodiscover.nirda.gov.rw,302
autodiscover.police.gov.rw,Connection timed out after 3000 milliseconds
autodiscover.presidency.gov.rw,Connection timed out after 3001 milliseconds
autodiscover.primature.gov.rw,Operation timed out after 3000 milliseconds with 0 bytes received
autodiscover.rdfcsc.mil.gov.rw,SSL certificate problem: unable to get local issuer certificate
autodiscover.rg.gov.rw,Connection timed out after 3002 milliseconds
awardedtenders.mail2.rppa.gov.rw,Could not resolve host: awardedtenders.mail2.rppa.gov.rw
