subdomain,parent_domain,http_status,mx
admin.api.dev.app.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
admin.buerokratt.eesti.ee,eesti.ee,200,none
agri.ee,agri.ee,200,5 mail1.agri.ee.; 5 mail2.agri.ee.
ahk.eesti.ee,eesti.ee,Could not resolve host: ahk.eesti.ee,none
andmed-test.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
andmed.eesti.ee,eesti.ee,200,none
api.app.eesti.ee,eesti.ee,404,none
api.arva.dev.eesti.ee,eesti.ee,Connection timed out after 3000 milliseconds,none
api.arva.test.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
api.dev.app.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
api.test.app.eesti.ee,eesti.ee,404,none
app.eesti.ee,eesti.ee,Could not resolve host: app.eesti.ee,none
arendus.eesti.ee,eesti.ee,Could not resolve host: arendus.eesti.ee,none
argocd.app.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.arva.dev.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.arva.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.arva.test.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.dev.app.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.dev.postkast.eesti.ee,eesti.ee,Could not resolve host: argocd.dev.postkast.eesti.ee,none
argocd.pk2-central.demo.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.pk2-central.dev.eesti.ee,eesti.ee,Could not resolve host: argocd.pk2-central.dev.eesti.ee,none
argocd.pk2-central.eesti.ee,eesti.ee,Could not resolve host: argocd.pk2-central.eesti.ee,none
argocd.pk2-central.test.eesti.ee,eesti.ee,Could not resolve host: argocd.pk2-central.test.eesti.ee,none
argocd.pk2-client.dev.eesti.ee,eesti.ee,Could not resolve host: argocd.pk2-client.dev.eesti.ee,none
argocd.pk2-client.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.pk2-client.test.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
argocd.postkast.arendus.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.postkast.eesti.ee,eesti.ee,Could not resolve host: argocd.postkast.eesti.ee,none
argocd.pro.dev.eesti.ee,eesti.ee,Could not resolve host: argocd.pro.dev.eesti.ee,none
argocd.pro.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.pro.stage.eesti.ee,eesti.ee,Could not resolve host: argocd.pro.stage.eesti.ee,none
argocd.pro.test.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.sun.dev.eesti.ee,eesti.ee,Could not resolve host: argocd.sun.dev.eesti.ee,none
argocd.sun.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.sun.stage.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.sun.test.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
argocd.test.app.eesti.ee,eesti.ee,Could not resolve host: argocd.test.app.eesti.ee,none
arva.dev.eesti.ee,eesti.ee,Could not resolve host: arva.dev.eesti.ee,none
arva.eesti.ee,eesti.ee,302,none
arva.test.eesti.ee,eesti.ee,Could not resolve host: arva.test.eesti.ee,none
atv-dev.eesti.ee,eesti.ee,Connection timed out after 3003 milliseconds,none
auth-admin.pro.dev.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
auth-admin.pro.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
auth-admin.pro.stage.eesti.ee,eesti.ee,Could not resolve host: auth-admin.pro.stage.eesti.ee,none
auth-admin.pro.test.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
auth.arva.dev.eesti.ee,eesti.ee,Could not resolve host: auth.arva.dev.eesti.ee,none
auth.arva.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
auth.arva.test.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
auth.pro.dev.eesti.ee,eesti.ee,Could not resolve host: auth.pro.dev.eesti.ee,none
auth.pro.eesti.ee,eesti.ee,Could not resolve host: auth.pro.eesti.ee,none
auth.pro.stage.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
auth.pro.test.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
avaandmed.eesti.ee,eesti.ee,Could not resolve host: avaandmed.eesti.ee,none
avaandmeddev.eesti.ee,eesti.ee,Could not resolve host: avaandmeddev.eesti.ee,none
avaandmedtest.eesti.ee,eesti.ee,Could not resolve host: avaandmedtest.eesti.ee,none
beta.eesti.ee,eesti.ee,Could not resolve host: beta.eesti.ee,none
buerokratt.eesti.ee,eesti.ee,200,none
burokratt.eesti.ee,eesti.ee,Could not resolve host: burokratt.eesti.ee,none
central.dev.postkast.eesti.ee,eesti.ee,Could not resolve host: central.dev.postkast.eesti.ee,none
central.postkast.arendus.eesti.ee,eesti.ee,Could not resolve host: central.postkast.arendus.eesti.ee,none
central.postkast.eesti.ee,eesti.ee,Could not resolve host: central.postkast.eesti.ee,none
central.postkast.test.eesti.ee,eesti.ee,Could not resolve host: central.postkast.test.eesti.ee,none
central.test.postkast.eesti.ee,eesti.ee,Could not resolve host: central.test.postkast.eesti.ee,none
demo.eesti.ee,eesti.ee,Could not resolve host: demo.eesti.ee,none
dev.app.eesti.ee,eesti.ee,Could not resolve host: dev.app.eesti.ee,none
dev.eesti.ee,eesti.ee,Could not resolve host: dev.eesti.ee,none
digiriik.eesti.ee,eesti.ee,200,none
disain.eesti.ee,eesti.ee,200,none
eeltoodang.eesti.ee,eesti.ee,Could not resolve host: eeltoodang.eesti.ee,none
eesti.ee,eesti.ee,301,none
eestiee.api.pk2-client.eesti.ee,eesti.ee,Could not resolve host: eestiee.api.pk2-client.eesti.ee,none
eestiee.api.pk2-client.test.eesti.ee,eesti.ee,Could not resolve host: eestiee.api.pk2-client.test.eesti.ee,none
eestiee.dev.postkast.eesti.ee,eesti.ee,Could not resolve host: eestiee.dev.postkast.eesti.ee,none
eestiee.pk2-client.dev.eesti.ee,eesti.ee,Could not resolve host: eestiee.pk2-client.dev.eesti.ee,none
eestiee.pk2-client.eesti.ee,eesti.ee,Could not resolve host: eestiee.pk2-client.eesti.ee,none
eestiee.pk2-client.test.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
eestiee.postkast.arendus.eesti.ee,eesti.ee,Could not resolve host: eestiee.postkast.arendus.eesti.ee,none
eestiee.postkast.eesti.ee,eesti.ee,Could not resolve host: eestiee.postkast.eesti.ee,none
eestiee.postkast.test.eesti.ee,eesti.ee,Could not resolve host: eestiee.postkast.test.eesti.ee,none
eestiee.test.postkast.eesti.ee,eesti.ee,Could not resolve host: eestiee.test.postkast.eesti.ee,none
elvl.api.pk2-client.eesti.ee,eesti.ee,Could not resolve host: elvl.api.pk2-client.eesti.ee,none
elvl.api.pk2-client.test.eesti.ee,eesti.ee,Could not resolve host: elvl.api.pk2-client.test.eesti.ee,none
elvl.pk2-client.dev.eesti.ee,eesti.ee,Could not resolve host: elvl.pk2-client.dev.eesti.ee,none
elvl.pk2-client.eesti.ee,eesti.ee,404,none
elvl.pk2-client.test.eesti.ee,eesti.ee,Could not resolve host: elvl.pk2-client.test.eesti.ee,none
emta.api.pk2-client.eesti.ee,eesti.ee,Could not resolve host: emta.api.pk2-client.eesti.ee,none
emta.api.pk2-client.test.eesti.ee,eesti.ee,Could not resolve host: emta.api.pk2-client.test.eesti.ee,none
emta.pk2-client.dev.eesti.ee,eesti.ee,Could not resolve host: emta.pk2-client.dev.eesti.ee,none
emta.pk2-client.eesti.ee,eesti.ee,403,none
emta.pk2-client.test.eesti.ee,eesti.ee,Could not resolve host: emta.pk2-client.test.eesti.ee,none
envir.ee,envir.ee,302,5 mx5.envir.ee.; 5 mx4.envir.ee.
es.arendus.eesti.ee,eesti.ee,Could not resolve host: es.arendus.eesti.ee,none
es.beta.eesti.ee,eesti.ee,Could not resolve host: es.beta.eesti.ee,none
euro.eesti.ee,eesti.ee,301,10 smtp.epbe.ee.; 20 smtp2.epbe.ee.
fin.ee,fin.ee,200,10 mail3.rit.ee.; 10 mail1.rit.ee.
funktsioonivaramu-dev.eesti.ee,eesti.ee,418,none
funktsioonivaramu-test.eesti.ee,eesti.ee,Could not resolve host: funktsioonivaramu-test.eesti.ee,none
grafana.app.eesti.ee,eesti.ee,Could not resolve host: grafana.app.eesti.ee,none
grafana.arva.dev.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
grafana.arva.eesti.ee,eesti.ee,Could not resolve host: grafana.arva.eesti.ee,none
grafana.arva.test.eesti.ee,eesti.ee,Connection timed out after 3001 milliseconds,none
grafana.dev.app.eesti.ee,eesti.ee,Connection timed out after 3003 milliseconds,none
grafana.dev.postkast.eesti.ee,eesti.ee,Could not resolve host: grafana.dev.postkast.eesti.ee,none
grafana.pk2-central.demo.eesti.ee,eesti.ee,Could not resolve host: grafana.pk2-central.demo.eesti.ee,none
grafana.pk2-central.dev.eesti.ee,eesti.ee,Could not resolve host: grafana.pk2-central.dev.eesti.ee,none
grafana.pk2-central.eesti.ee,eesti.ee,Could not resolve host: grafana.pk2-central.eesti.ee,none
grafana.pk2-central.test.eesti.ee,eesti.ee,Could not resolve host: grafana.pk2-central.test.eesti.ee,none
grafana.pk2-client.eesti.ee,eesti.ee,Connection timed out after 3002 milliseconds,none
grafana.postkast.arendus.eesti.ee,eesti.ee,Could not resolve host: grafana.postkast.arendus.eesti.ee,none
grafana.postkast.eesti.ee,eesti.ee,Could not resolve host: grafana.postkast.eesti.ee,none
grafana.pro.dev.eesti.ee,eesti.ee,Connection timed out after 3003 milliseconds,none
grafana.pro.eesti.ee,eesti.ee,Connection timed out after 3004 milliseconds,none
