subdomain,http_status,mx
2020-iaos-isi.zamstats.gov.zm,SSL certificate problem: certificate has expired,none
acc.gov.zm,200,0 acc-gov-zm.mail.protection.outlook.com.
access.grz.gov.zm,SSL: no alternative certificate subject name matches target hostname 'access.grz.gov.zm',none
accesspoint.kth.gov.zm,Resolving timed out after 3001 milliseconds,dig error
admanager.moh.gov.zm,SSL: no alternative certificate subject name matches target hostname 'admanager.moh.gov.zm',none
admin.grz.gov.zm,SSL certificate problem: certificate has expired,none
ago.gov.zm,Could not resolve host: ago.gov.zm,10 ago-gov-zm.mail.protection.outlook.com.
api.eservices.gov.zm,404,none
app.ago.gov.zm,Connection timed out after 3001 milliseconds,none
arts.gov.zm,302,0 arts-gov-zm.mail.protection.outlook.com.
autodiscover.ago.gov.zm,SSL: no alternative certificate subject name matches target hostname 'autodiscover.ago.gov.zm',10 grz.gov.zm.
autodiscover.fic.gov.zm,SSL: no alternative certificate subject name matches target hostname 'autodiscover.fic.gov.zm',none
autodiscover.grz.gov.zm,302,10 grz.gov.zm.
autodiscover.kch.gov.zm,Could not resolve host: autodiscover.kch.gov.zm,none
autodiscover.kth.gov.zm,Resolving timed out after 3002 milliseconds,dig error
autodiscover.lgmis.gov.zm,Could not resolve host: autodiscover.lgmis.gov.zm,none
autodiscover.moe.gov.zm,Could not resolve host: autodiscover.moe.gov.zm,none
autodiscover.moh.gov.zm,Could not resolve host: autodiscover.moh.gov.zm,none
autodiscover.nao.gov.zm,SSL: no alternative certificate subject name matches target hostname 'autodiscover.nao.gov.zm',none
autodiscover.nkwazi.gov.zm,Could not resolve host: autodiscover.nkwazi.gov.zm,none
autodiscover.npa.gov.zm,Could not resolve host: autodiscover.npa.gov.zm,dig error
autodiscover.oppz.gov.zm,Failed to connect to autodiscover.oppz.gov.zm port 443 after 799 ms: Could not connect to server,none
autodiscover.roads.gov.zm,Failed to connect to autodiscover.roads.gov.zm port 443 after 415 ms: Could not connect to server,none
autodiscover.s3p.gov.zm,Could not resolve host: autodiscover.s3p.gov.zm,none
autodiscover.statehouse.gov.zm,Could not resolve host: autodiscover.statehouse.gov.zm,none
autodiscover.zaqa.gov.zm,Failed to connect to autodiscover.zaqa.gov.zm port 443 after 158 ms: Could not connect to server,none
autodiscover.zmd.gov.zm,Could not resolve host: autodiscover.zmd.gov.zm,none
bielevator.moh.gov.zm,Operation timed out after 3000 milliseconds with 0 bytes received,none
cbs-dev.moh.gov.zm,Failed to connect to cbs-dev.moh.gov.zm port 443 after 449 ms: Could not connect to server,none
census.zamstats.gov.zm,SSL certificate problem: certificate has expired,none
chibombocouncil.gov.zm,SSL certificate problem: unable to get local issuer certificate,0 chibombocouncil-gov-zm.mail.protection.outlook.com.
chingolacouncil.gov.zm,SSL certificate problem: unable to get local issuer certificate,none
chpnt-fw.fic.gov.zm,Could not resolve host: chpnt-fw.fic.gov.zm,none
cityofndola.gov.zm,Could not resolve host: cityofndola.gov.zm,none
cms.cityofndola.gov.zm,Could not resolve host: cms.cityofndola.gov.zm,none
cpanel.acc.gov.zm,Could not resolve host: cpanel.acc.gov.zm,none
cpanel.chibombocouncil.gov.zm,Could not resolve host: cpanel.chibombocouncil.gov.zm,none
cpanel.chingolacouncil.gov.zm,Could not resolve host: cpanel.chingolacouncil.gov.zm,none
cpanel.cityofndola.gov.zm,Could not resolve host: cpanel.cityofndola.gov.zm,none
cpanel.cms.cityofndola.gov.zm,Could not resolve host: cpanel.cms.cityofndola.gov.zm,none
cpanel.governance.gov.zm,Could not resolve host: cpanel.governance.gov.zm,none
cpanel.itezhitezhicouncil.gov.zm,Could not resolve host: cpanel.itezhitezhicouncil.gov.zm,none
cpanel.kalulushicouncil.gov.zm,Could not resolve host: cpanel.kalulushicouncil.gov.zm,none
cpanel.kcc.gov.zm,Could not resolve host: cpanel.kcc.gov.zm,none
cpanel.kch.gov.zm,Could not resolve host: cpanel.kch.gov.zm,none
cpanel.kmtc.gov.zm,Could not resolve host: cpanel.kmtc.gov.zm,none
cpanel.kth.gov.zm,Resolving timed out after 3001 milliseconds,dig error
cpanel.lgmis.gov.zm,Could not resolve host: cpanel.lgmis.gov.zm,none
cpanel.ltc.gov.zm,Could not resolve host: cpanel.ltc.gov.zm,none
cpanel.luanocouncil.gov.zm,Could not resolve host: cpanel.luanocouncil.gov.zm,none
cpanel.mcdss.gov.zm,Could not resolve host: cpanel.mcdss.gov.zm,none
cpanel.mcdsw.gov.zm,Could not resolve host: cpanel.mcdsw.gov.zm,none
cpanel.moa.gov.zm,Could not resolve host: cpanel.moa.gov.zm,none
cpanel.msmh.gov.zm,Could not resolve host: cpanel.msmh.gov.zm,none
cpanel.namwaladistrictcouncil.gov.zm,Could not resolve host: cpanel.namwaladistrictcouncil.gov.zm,none
cpanel.nao.gov.zm,Could not resolve host: cpanel.nao.gov.zm,none
cpanel.ndf.gov.zm,Connection timed out after 3001 milliseconds,none
cpanel.nydc.gov.zm,Could not resolve host: cpanel.nydc.gov.zm,none
cpanel.offgrid.gov.zm,SSL certificate problem: certificate has expired,none
cpanel.oppz.gov.zm,Could not resolve host: cpanel.oppz.gov.zm,none
cpanel.rpa.gov.zm,200,none
cpanel.s3p.gov.zm,Could not resolve host: cpanel.s3p.gov.zm,none
cpanel.sapp.gov.zm,Could not resolve host: cpanel.sapp.gov.zm,none
cpanel.scci.gov.zm,Could not resolve host: cpanel.scci.gov.zm,none
cpanel.shibuyunjicouncil.gov.zm,Could not resolve host: cpanel.shibuyunjicouncil.gov.zm,none
cpanel.statehouse.gov.zm,Could not resolve host: cpanel.statehouse.gov.zm,none
cpanel.tourismlevy.gov.zm,Could not resolve host: cpanel.tourismlevy.gov.zm,none
cpanel.tsc.gov.zm,Could not resolve host: cpanel.tsc.gov.zm,none
cpanel.uthlabs.gov.zm,200,none
cpanel.zaqa.gov.zm,500,none
cpanel.zmd.gov.zm,Could not resolve host: cpanel.zmd.gov.zm,none
cpcalendars.cityofndola.gov.zm,Could not resolve host: cpcalendars.cityofndola.gov.zm,none
cpcalendars.cms.cityofndola.gov.zm,Could not resolve host: cpcalendars.cms.cityofndola.gov.zm,none
cpcalendars.kalulushicouncil.gov.zm,Could not resolve host: cpcalendars.kalulushicouncil.gov.zm,none
cpcalendars.kcc.gov.zm,Could not resolve host: cpcalendars.kcc.gov.zm,none
cpcalendars.kth.gov.zm,Resolving timed out after 3000 milliseconds,none
cpcalendars.lgmis.gov.zm,Could not resolve host: cpcalendars.lgmis.gov.zm,none
cpcalendars.nao.gov.zm,401,none
cpcalendars.oppz.gov.zm,Could not resolve host: cpcalendars.oppz.gov.zm,none
cpcalendars.rpa.gov.zm,Could not resolve host: cpcalendars.rpa.gov.zm,none
cpcalendars.sapp.gov.zm,Could not resolve host: cpcalendars.sapp.gov.zm,none
cpcalendars.statehouse.gov.zm,Could not resolve host: cpcalendars.statehouse.gov.zm,none
cpcalendars.uthlabs.gov.zm,401,none
cpcalendars.zaqa.gov.zm,Could not resolve host: cpcalendars.zaqa.gov.zm,none
cpcontacts.cityofndola.gov.zm,Could not resolve host: cpcontacts.cityofndola.gov.zm,none
cpcontacts.cms.cityofndola.gov.zm,Could not resolve host: cpcontacts.cms.cityofndola.gov.zm,none
cpcontacts.kalulushicouncil.gov.zm,Could not resolve host: cpcontacts.kalulushicouncil.gov.zm,none
cpcontacts.kcc.gov.zm,Could not resolve host: cpcontacts.kcc.gov.zm,none
cpcontacts.kth.gov.zm,Resolving timed out after 3000 milliseconds,none
cpcontacts.lgmis.gov.zm,Could not resolve host: cpcontacts.lgmis.gov.zm,none
cpcontacts.nao.gov.zm,401,none
cpcontacts.oppz.gov.zm,Could not resolve host: cpcontacts.oppz.gov.zm,dig error
cpcontacts.rpa.gov.zm,Could not resolve host: cpcontacts.rpa.gov.zm,none
cpcontacts.sapp.gov.zm,Could not resolve host: cpcontacts.sapp.gov.zm,none
cpcontacts.statehouse.gov.zm,Could not resolve host: cpcontacts.statehouse.gov.zm,none
cpcontacts.uthlabs.gov.zm,401,none
cpcontacts.zaqa.gov.zm,Could not resolve host: cpcontacts.zaqa.gov.zm,none
csc.gov.zm,Could not resolve host: csc.gov.zm,none
dhis.zeir.moh.gov.zm,Could not resolve host: dhis.zeir.moh.gov.zm,none
dhis2.moh.gov.zm,Could not resolve host: dhis2.moh.gov.zm,none
dialin.grz.gov.zm,SSL certificate problem: certificate has expired,none
drxmail2.fic.gov.zm,Could not resolve host: drxmail2.fic.gov.zm,none
dynamicdesignltd.zaqa.gov.zm,403,none
e.sapp.gov.zm,Could not resolve host: e.sapp.gov.zm,none
ebudget.s3p.gov.zm,Could not resolve host: ebudget.s3p.gov.zm,none
edgpool.grz.gov.zm,Could not resolve host: edgpool.grz.gov.zm,none
ehsa.moh.gov.zm,Operation timed out after 3000 milliseconds with 0 bytes received,none
esapp.gov.zm.sapp.gov.zm,Could not resolve host: esapp.gov.zm.sapp.gov.zm,none
eservices-mof.zambiaimmigration.gov.zm,Connection timed out after 3000 milliseconds,none
eservices.gov.zm,200,0 eservices-gov-zm.mail.protection.outlook.com.
eservices.mlnr.gov.zm,Connection timed out after 3001 milliseconds,none
eservices.zambiaimmigration.gov.zm,200,none
evisa-mof.zambiaimmigration.gov.zm,Could not resolve host: evisa-mof.zambiaimmigration.gov.zm,none
evisa.zambiaimmigration.gov.zm,Could not resolve host: evisa.zambiaimmigration.gov.zm,none
evo.bank.es.ltc.gov.zm,Could not resolve host: evo.bank.es.ltc.gov.zm,none
evobank.es.ltc.gov.zm,Could not resolve host: evobank.es.ltc.gov.zm,none
extranet.fic.gov.zm,200,none
extranet.zambiaimmigration.gov.zm,403,none
fax2mail-csid5645344376.chingolacouncil.gov.zm,Could not resolve host: fax2mail-csid5645344376.chingolacouncil.gov.zm,none
fepool01.grz.gov.zm,Could not resolve host: fepool01.grz.gov.zm,none
fic.gov.zm,403,none
fts.moge.gov.zm,Connection timed out after 3001 milliseconds,none
gbvims.zamstats.gov.zm,Connection timed out after 3001 milliseconds,none
gender.statszam.gov.zm,Could not resolve host: gender.statszam.gov.zm,none
geological.mmmd.gov.zm,SSL: no alternative certificate subject name matches target hostname 'geological.mmmd.gov.zm',none
gov.zm,,none
governance.gov.zm,Could not resolve host: governance.gov.zm,none
grz.gov.zm,Connection timed out after 3002 milliseconds,none
help.smartcare.moh.gov.zm,SSL: no alternative certificate subject name matches target hostname 'help.smartcare.moh.gov.zm',none
helpdesk.moh.gov.zm,Connection timed out after 3001 milliseconds,none
helpdesk.zaqa.gov.zm,403,none
helpesk.zaqa.gov.zm,403,none
helsb.gov.zm,200,none
hmis.moh.gov.zm,SSL: no alternative certificate subject name matches target hostname 'hmis.moh.gov.zm',none
hms.kth.gov.zm,Resolving timed out after 3000 milliseconds,none
id.gsb.gov.zm,404,none
idsp.moa.gov.zm,Could not resolve host: idsp.moa.gov.zm,none
ihris.moh.gov.zm,302,none
info.ago.gov.zm,Could not resolve host: info.ago.gov.zm,none
ipocc.grz.gov.zm,Could not resolve host: ipocc.grz.gov.zm,none
itezhitezhicouncil.gov.zm,SSL certificate problem: unable to get local issuer certificate,none
kalulushicouncil.gov.zm,SSL certificate problem: unable to get local issuer certificate,none
kaza.zambiaimmigration.gov.zm,Connection timed out after 3001 milliseconds,none
kcc.gov.zm,Could not resolve host: kcc.gov.zm,none
kch.gov.zm,Could not resolve host: kch.gov.zm,none
kcnmsys.kth.gov.zm,Resolving timed out after 3000 milliseconds,none
kcnmsystem.kth.gov.zm,Resolving timed out after 3000 milliseconds,none
kmtc.gov.zm,Could not resolve host: kmtc.gov.zm,none
kth.gov.zm,Resolving timed out after 3000 milliseconds,none
kthpos.kth.gov.zm,Resolving timed out after 3000 milliseconds,none
kumawaphotography.zaqa.gov.zm,Could not resolve host: kumawaphotography.zaqa.gov.zm,none
lcc.gov.zm,Connection timed out after 3001 milliseconds,none
lgmis.gov.zm,Could not resolve host: lgmis.gov.zm,none
licensing.miningcadastre.gov.zm,Could not resolve host: licensing.miningcadastre.gov.zm,none
lis.moh.gov.zm,302,none
ltc.gov.zm,Could not resolve host: ltc.gov.zm,none
luanocouncil.gov.zm,SSL certificate problem: unable to get local issuer certificate,none
lyncdiscover.ago.gov.zm,Could not resolve host: lyncdiscover.ago.gov.zm,none
lyncdiscover.cabinet.gov.zm,SSL certificate problem: certificate has expired,none
lyncdiscover.ceegict.gov.zm,SSL certificate problem: certificate has expired,none
