subdomain,http_status,mx
adminsepe.gov.ao,Connection timed out after 3002 milliseconds,10 mail.gov.ao.
agt.gov.ao,Could not resolve host: agt.gov.ao,10 mail.agt.gov.ao.
aipex.gov.ao,Failed to connect to aipex.gov.ao port 443 after 506 ms: Could not connect to server,0 aipex-gov-ao.mail.protection.outlook.com.
ana.gov.ao,200,10 mail.gov.ao.
angola-info.gov.ao,Could not resolve host: angola-info.gov.ao,none
angola-portal.gov.ao,Could not resolve host: angola-portal.gov.ao,none
angola.gov.ao,Could not resolve host: angola.gov.ao,none
angolainveste.gov.ao,SSL: no alternative certificate subject name matches target hostname 'angolainveste.gov.ao',none
angolaonline.gov.ao,SSL: no alternative certificate subject name matches target hostname 'angolaonline.gov.ao',20 smtp1.angolaonline.gov.ao.; 30 smtp2.angolaonline.gov.ao.; 10 mail.angolaonline.gov.ao.
angotic.gov.ao,Could not resolve host: angotic.gov.ao,10 mail.gov.ao.
autodiscover.imprensanacional.gov.ao,302,none
autodiscover.ine.gov.ao,Failed to connect to autodiscover.ine.gov.ao port 443 after 445 ms: Could not connect to server,none
autodiscover.minjusdh.gov.ao,Could not resolve host: autodiscover.minjusdh.gov.ao,none
autodiscover.mintrans.gov.ao,Failed to connect to autodiscover.mintrans.gov.ao port 443 after 439 ms: Could not connect to server,none
belas.luanda.gov.ao,SSL: no alternative certificate subject name matches target hostname 'belas.luanda.gov.ao',10 mail.gov.ao.
bengo.gov.ao,200,10 mail.gov.ao.
benguela.gov.ao,200,10 mail.gov.ao.
bie.gov.ao,200,10 mail.gov.ao.
bienaldeluanda.gov.ao,SSL: no alternative certificate subject name matches target hostname 'bienaldeluanda.gov.ao',0 ws4.angoweb.net.
biga.gov.ao,SSL: no alternative certificate subject name matches target hostname 'biga.gov.ao',none
bn.gov.ao,Could not resolve host: bn.gov.ao,10 mail.gov.ao.
bne.gov.ao,Could not resolve host: bne.gov.ao,30 smtp2.bne.gov.ao.; 10 smtp.bne.gov.ao.; 20 smtp1.bne.gov.ao.
boletiminformativo.gov.ao,SSL: no alternative certificate subject name matches target hostname 'boletiminformativo.gov.ao',10 smtp.boletiminformativo.gov.ao.
bombeirosdeangola.gov.ao,SSL: no alternative certificate subject name matches target hostname 'bombeirosdeangola.gov.ao',10 mail.gov.ao.
cabinda.gov.ao,SSL certificate problem: certificate has expired,10 mail.gov.ao.
cacl.gov.ao,SSL: no alternative certificate subject name matches target hostname 'cacl.gov.ao',10 mail.gov.ao.
cacuaco.luanda.gov.ao,SSL: no alternative certificate subject name matches target hostname 'cacuaco.luanda.gov.ao',10 mail.gov.ao.
candidaturas.mep.gov.ao,Could not resolve host: candidaturas.mep.gov.ao,none
casacivil.gov.ao,SSL: no alternative certificate subject name matches target hostname 'casacivil.gov.ao',10 smtp.casacivil.gov.ao.; 30 smtp2.casacivil.gov.ao.; 20 smtp1.casacivil.gov.ao.
casacivilpr.gov.ao,SSL: no alternative certificate subject name matches target hostname 'casacivilpr.gov.ao',20 smtp1.casacivilpr.gov.ao.; 10 smtp.casacivilpr.gov.ao.; 30 smtp2.casacivilpr.gov.ao.
