subdomain,http_status
ab.gov.ag,"200"
abs.gov.ag,"SSL: no alternative certificate subject name matches target hostname 'abs.gov.ag'"
absez.gov.ag,"Could not resolve host: absez.gov.ag"
admin.socialsecurity.gov.ag,"Could not resolve host: admin.socialsecurity.gov.ag"
adoms.gov.ag,"301"
adoms.gov.ag.192-199-240-235.cpanel.site,"301"
agentportal.cip.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
alert.metoffice.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
analytics.genderaffairs.gov.ag,"Connection timed out after 3002 milliseconds"
antiguaandbarbudaspecialeconomiczone.gov.ag,"Could not resolve host: antiguaandbarbudaspecialeconomiczone.gov.ag"
antispam.fsrc.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
api.genderaffairs.gov.ag,"403"
api.plantprotection.gov.ag,"404"
app.customs.gov.ag,"Connection timed out after 3001 milliseconds"
app.plantprotection.gov.ag,"200"
audit.gov.ag,"Operation timed out after 3001 milliseconds with 0 bytes received"
autodiscover.fsrc.gov.ag,"302"
autodiscover.mbs.gov.ag,"Failed to connect to autodiscover.mbs.gov.ag port 443 after 334 ms: Could not connect to server"
autodsicover.mbs.gov.ag,"Could not resolve host: autodsicover.mbs.gov.ag"
bitwarden.fsrc.gov.ag,"Connection timed out after 3002 milliseconds"
bod.fsrc.gov.ag,"500"
cip.gov.ag,"200"
ciubw.cip.gov.ag,"SSL certificate problem: self-signed certificate"
ciusynas.cip.gov.ag,"SSL certificate problem: self-signed certificate"
climateriskmap.environment.gov.ag,"200"
consumeraffairs.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
cosmos.customs.gov.ag,"SSL certificate problem: certificate has expired"
cosmosa.customs.gov.ag,"SSL certificate problem: certificate has expired"
counsellors.education.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
cpanel.adoms.gov.ag,"Could not resolve host: cpanel.adoms.gov.ag"
cpanel.socialsecurity.gov.ag,"Could not resolve host: cpanel.socialsecurity.gov.ag"
cpcalendars.adoms.gov.ag,"Could not resolve host: cpcalendars.adoms.gov.ag"
cpcalendars.socialsecurity.gov.ag,"Could not resolve host: cpcalendars.socialsecurity.gov.ag"
cpcontacts.adoms.gov.ag,"Could not resolve host: cpcontacts.adoms.gov.ag"
cpcontacts.socialsecurity.gov.ag,"Could not resolve host: cpcontacts.socialsecurity.gov.ag"
customs.gov.ag,"Could not resolve host: customs.gov.ag"
database.genderaffairs.gov.ag,"Operation timed out after 3001 milliseconds with 0 bytes received"
docusign.cip.gov.ag,"Could not resolve host: docusign.cip.gov.ag"
ecbs.health.gov.ag,"200"
efile.abipco.gov.ag,"Recv failure: Connexion ré-initialisée par le correspondant"
efile.socialsecurity.gov.ag,"Connection timed out after 3001 milliseconds"
enps.abs.gov.ag,"Could not resolve host: enps.abs.gov.ag"
environment.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
eregistry.abipco.gov.ag,"200"
eregistry.fsrc.gov.ag,"200"
eservices.abipco.gov.ag,"200"
eservicesapi.abipco.gov.ag,"200"
evisa.immigration.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
fsrc.gov.ag,"404"
genderaffairs.gov.ag,"Operation timed out after 3002 milliseconds with 0 bytes received"
gov.ag,"Could not resolve host: gov.ag"
health.gov.ag,"200"
healthservices.gov.ag,"404"
ibps5.cip.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
ifms.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
ird.gov.ag,"Could not resolve host: ird.gov.ag"
itcenter.gov.ag,"Connection timed out after 3002 milliseconds"
lands.gov.ag,"Could not resolve host: lands.gov.ag"
learncbs.health.gov.ag,"200"
mail.adoms.gov.ag,"Could not resolve host: mail.adoms.gov.ag"
mail.cip.gov.ag,"301"
mail.fsrc.gov.ag,"302"
mail.mbs.gov.ag,"Connection timed out after 3002 milliseconds"
mail.socialsecurity.gov.ag,"Could not resolve host: mail.socialsecurity.gov.ag"
mail.solidwaste.gov.ag,"Could not resolve host: mail.solidwaste.gov.ag"
mbs-email.mbs.gov.ag,"Could not resolve host: mbs-email.mbs.gov.ag"
mbs-mailedge.mbs.gov.ag,"Could not resolve host: mbs-mailedge.mbs.gov.ag"
mbs-mailsrv.mbs.gov.ag,"Could not resolve host: mbs-mailsrv.mbs.gov.ag"
mbs-xchange.mbs.gov.ag,"Could not resolve host: mbs-xchange.mbs.gov.ag"
mbs-xchangeedge.mbs.gov.ag,"Could not resolve host: mbs-xchangeedge.mbs.gov.ag"
mbs-xchangemail.mbs.gov.ag,"Could not resolve host: mbs-xchangemail.mbs.gov.ag"
mbs.gov.ag,"301"
mca.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
mcii.gov.ag,"Could not resolve host: mcii.gov.ag"
msw.gov.ag,"200"
ndctracker.environment.gov.ag,"Could not resolve host: ndctracker.environment.gov.ag"
neis.environment.gov.ag,"Connection timed out after 3001 milliseconds"
nri.environment.gov.ag,"Could not resolve host: nri.environment.gov.ag"
ondcp.gov.ag,"200"
opm.gov.ag,"Operation timed out after 3002 milliseconds with 0 bytes received"
osec.gov.ag,"Could not resolve host: osec.gov.ag"
owa.fsrc.gov.ag,"Could not resolve host: owa.fsrc.gov.ag"
portal.customs.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
portal.ird.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
portala.customs.gov.ag,"SSL certificate problem: certificate has expired"
portclear.gov.ag,"Connection timed out after 3002 milliseconds"
registry.environment.gov.ag,"Connection timed out after 3001 milliseconds"
remlit.environment.gov.ag,"Operation timed out after 3002 milliseconds with 0 bytes received"
reporting.genderaffairs.gov.ag,"Connection timed out after 3002 milliseconds"
socialsecurity.gov.ag,"200"
specialeconomiczone.gov.ag,"Could not resolve host: specialeconomiczone.gov.ag"
statistics.genderaffairs.gov.ag,"200"
telecom.gov.ag,"Connection timed out after 3002 milliseconds"
test.absez.gov.ag,"Could not resolve host: test.absez.gov.ag"
webdisk.adoms.gov.ag,"Could not resolve host: webdisk.adoms.gov.ag"
webdisk.socialsecurity.gov.ag,"Could not resolve host: webdisk.socialsecurity.gov.ag"
webmail.adoms.gov.ag,"Could not resolve host: webmail.adoms.gov.ag"
webmail.socialsecurity.gov.ag,"Could not resolve host: webmail.socialsecurity.gov.ag"
www.abipco.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
www.abs.gov.ag,"SSL: no alternative certificate subject name matches target hostname 'www.abs.gov.ag'"
www.absez.gov.ag,"Could not resolve host: www.absez.gov.ag"
www.adoms.gov.ag,"200"
www.adoms.gov.ag.192-199-240-235.cpanel.site,"301"
www.agentportal.cip.gov.ag,"Could not resolve host: www.agentportal.cip.gov.ag"
www.antiguaandbarbudaspecialeconomiczone.gov.ag,"Could not resolve host: www.antiguaandbarbudaspecialeconomiczone.gov.ag"
www.audit.gov.ag,"Operation timed out after 3000 milliseconds with 0 bytes received"
www.cip.gov.ag,"301"
www.consumeraffairs.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
www.counsellors.education.gov.ag,"Could not resolve host: www.counsellors.education.gov.ag"
www.covid19.gov.ag,"SSL: no alternative certificate subject name matches target hostname 'www.covid19.gov.ag'"
www.customs.gov.ag,"Connection timed out after 3000 milliseconds"
www.docusign.cip.gov.ag,"Could not resolve host: www.docusign.cip.gov.ag"
www.enps.abs.gov.ag,"SSL certificate problem: certificate has expired"
www.environment.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
www.evisa.immigration.gov.ag,"Could not resolve host: www.evisa.immigration.gov.ag"
www.fsrc.gov.ag,"Could not resolve host: www.fsrc.gov.ag"
www.genderaffairs.gov.ag,"403"
www.health.gov.ag,"301"
www.healthservices.gov.ag,"404"
www.ifms.gov.ag,"SSL certificate problem: unable to get local issuer certificate"
www.lands.gov.ag,"Connection timed out after 3000 milliseconds"
www.mbs.gov.ag,"Could not resolve host: www.mbs.gov.ag"
www.mcii.gov.ag,"Could not resolve host: www.mcii.gov.ag"
www.neis.environment.gov.ag,"Connection timed out after 3001 milliseconds"
www.nri.environment.gov.ag,"TLS connect error: error:0A0000C6:SSL routines::packet length too long"
www.opm.gov.ag,"Operation timed out after 3001 milliseconds with 0 bytes received"
www.osec.gov.ag,"401"
www.portal.customs.gov.ag,"Could not resolve host: www.portal.customs.gov.ag"
www.portal.ird.gov.ag,"Could not resolve host: www.portal.ird.gov.ag"
www.portclear.gov.ag,"Connection timed out after 3000 milliseconds"
www.registry.environment.gov.ag,"Connection timed out after 3001 milliseconds"
www.socialsecurity.gov.ag,"Could not resolve host: www.socialsecurity.gov.ag"
www.specialeconomiczone.gov.ag,"Could not resolve host: www.specialeconomiczone.gov.ag"
