subdomain,parent_domain,http_status,mx
abuja.mirco.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
acc.gov.na,gov.na,Connection timed out after 3001 milliseconds,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
access.hosted.gov.na,gov.na,Could not resolve host: access.hosted.gov.na,none
access.jud.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
access.mawf.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
access.mfmr.gov.na,gov.na,Could not resolve host: access.mfmr.gov.na,none
access.mgecw.gov.na,gov.na,Resolving timed out after 3002 milliseconds,none
access.mha.gov.na,gov.na,Could not resolve host: access.mha.gov.na,none
access.mict.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
access.mme.gov.na,gov.na,Could not resolve host: access.mme.gov.na,none
access.moe.gov.na,gov.na,Could not resolve host: access.moe.gov.na,none
access.mof.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
access.moj.gov.na,gov.na,Could not resolve host: access.moj.gov.na,none
access.mol.gov.na,gov.na,Could not resolve host: access.mol.gov.na,dig error
access.mova.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
access.ncs.gov.na,gov.na,Could not resolve host: access.ncs.gov.na,none
access.oag.gov.na,gov.na,Could not resolve host: access.oag.gov.na,none
access.op.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
access.opm.gov.na,gov.na,Could not resolve host: access.opm.gov.na,none
accra.mirco.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
aclrr.gov.na,gov.na,200,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
addis.mirco.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
ag.gov.na,gov.na,Connection timed out after 3002 milliseconds,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
algiers.mirco.gov.na,gov.na,Could not resolve host: algiers.mirco.gov.na,none
apsd.gov.na,gov.na,Connection timed out after 3001 milliseconds,dig error
aroabvc.gov.na,gov.na,Resolving timed out after 3001 milliseconds,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
autodiscover.gov.na,gov.na,Resolving timed out after 3001 milliseconds,dig error
autodiscover.jud.gov.na,gov.na,Resolving timed out after 3002 milliseconds,none
autodiscover.mawf.gov.na,gov.na,Could not resolve host: autodiscover.mawf.gov.na,none
autodiscover.mfa.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
autodiscover.mfmr.gov.na,gov.na,Could not resolve host: autodiscover.mfmr.gov.na,none
autodiscover.mgecw.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
autodiscover.mha.gov.na,gov.na,Could not resolve host: autodiscover.mha.gov.na,none
autodiscover.mhss.gov.na,gov.na,Resolving timed out after 3001 milliseconds,none
